Model,dataset,Attack,Attack_type,iterations,eps,alpha,Clean_Acc,Clean_Top5,Robust_Acc,Robust_Top5,Time
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.000392156862745,0.81484375,0.958203125,0.47500000000000003,0.741796875,5.726548910140991
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.0011764705882350002,0.81484375,0.958203125,0.147265625,0.3337890625,6.494611740112305
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.001960784313725,0.81484375,0.958203125,0.0693359375,0.1951171875,6.605642795562744
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.007843137254901001,0.81484375,0.958203125,0.06171875,0.15625,6.347324848175049
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.0027450980392150002,0.81484375,0.958203125,0.047265625000000006,0.1400390625,6.5574469566345215
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.005882352941176,0.81484375,0.958203125,0.044921875,0.12304687500000001,6.654601097106934
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,3,0.007843137254901001,0.00392156862745,0.81484375,0.958203125,0.0384765625,0.1142578125,6.647187948226929
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.000392156862745,0.81484375,0.958203125,0.2734375,0.5064453125,16.543431282043457
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.0011764705882350002,0.81484375,0.958203125,0.0259765625,0.09824218750000001,16.525159120559692
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.007843137254901001,0.81484375,0.958203125,0.025,0.07773437500000001,16.285194158554077
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.005882352941176,0.81484375,0.958203125,0.011914062500000001,0.0501953125,16.19172239303589
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.001960784313725,0.81484375,0.958203125,0.00859375,0.040625,16.522764444351196
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.00392156862745,0.81484375,0.958203125,0.005859375,0.030664062500000002,16.241449117660522
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,5,0.007843137254901001,0.0027450980392150002,0.81484375,0.958203125,0.004296875,0.03125,16.5156409740448
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.000392156862745,0.81484375,0.958203125,0.0416015625,0.1392578125,41.17596626281738
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.007843137254901001,0.81484375,0.958203125,0.00859375,0.0541015625,41.3631010055542
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.005882352941176,0.81484375,0.958203125,0.0017578125,0.0177734375,41.21787452697754
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.0011764705882350002,0.81484375,0.958203125,0.0009765625,0.008203125,41.036144971847534
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.001960784313725,0.81484375,0.958203125,0.0001953125,0.0044921875000000005,40.840686082839966
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.0027450980392150002,0.81484375,0.958203125,0.0001953125,0.0044921875000000005,41.2608482837677
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,10,0.007843137254901001,0.00392156862745,0.81484375,0.958203125,0.0001953125,0.006640625000000001,40.99295234680176
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.007843137254901001,0.81484375,0.958203125,0.005078125,0.046679687500000004,90.17686796188354
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.000392156862745,0.81484375,0.958203125,0.0025390625,0.012890625000000001,90.72318911552429
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.0011764705882350002,0.81484375,0.958203125,0.0001953125,0.00078125,90.18462371826172
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.005882352941176,0.81484375,0.958203125,0.0001953125,0.0134765625,90.20185279846191
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.001960784313725,0.81484375,0.958203125,0.0,0.00078125,90.74548816680908
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.0027450980392150002,0.81484375,0.958203125,0.0,0.0013671875000000001,90.47823429107666
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,20,0.007843137254901001,0.00392156862745,0.81484375,0.958203125,0.0,0.0017578125,90.30154705047607
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.007843137254901001,0.81484375,0.958203125,0.0048828125,0.05,188.82410621643066
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.005882352941176,0.81484375,0.958203125,0.0009765625,0.0158203125,189.16222620010376
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.001960784313725,0.81484375,0.958203125,0.0,0.0001953125,189.03762817382812
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.0011764705882350002,0.81484375,0.958203125,0.0,0.0001953125,189.03599619865417
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.000392156862745,0.81484375,0.958203125,0.0,0.0005859375,188.91060829162598
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.0027450980392150002,0.81484375,0.958203125,0.0,0.000390625,189.03535151481628
convnext_tiny,imagenet1k,CosPGD_alpha,NON-targeted,40,0.007843137254901001,0.00392156862745,0.81484375,0.958203125,0.0,0.00234375,189.23981022834778
